Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Government,CUST_ID_033,PROD_ID_004,High,  986.00 ,  250.00 ,  350.00 ,"  345,100.00 ",41412,"  303,688.00 ",  303.69 ,"  256,360.00 ","  47,328.00 ",  47.33 ,1/7/2022,Jan,Q1,2022,Logan Garcia,VTT,USA
Enterprise,CUST_ID_117,PROD_ID_004,High,"  2,387.00 ",  250.00 ,  125.00 ,"  298,375.00 ",35805,"  262,570.00 ",  262.57 ,"  286,440.00 ","  -23,870.00 ",  -23.87 ,12/22/2022,Dec,Q4,2022,Jackson Hill,VTT,Germany
Government,CUST_ID_034,PROD_ID_004,High,"  1,233.00 ",  250.00 ,  20.00 ,"  24,660.00 ",2959.2,"  21,700.80 ",  21.70 ,"  12,330.00 ","  9,370.80 ",  9.37 ,4/17/2021,Apr,Q2,2022,Charlotte Davis,VTT,Canada
Government,CUST_ID_064,PROD_ID_006,High,  270.00 ,  260.00 ,  350.00 ,"  94,500.00 ",11340,"  83,160.00 ",  83.16 ,"  70,200.00 ","  12,960.00 ",  12.96 ,1/27/2021,Jan,Q1,2022,Charlotte Anderson,Amarilla,Japan
Government,CUST_ID_065,PROD_ID_006,High,"  3,421.50 ",  260.00 ,  7.00 ,"  23,950.50 ",2874.06,"  21,076.44 ",  21.08 ,"  17,107.50 ","  3,968.94 ",  3.97 ,1/13/2022,Jan,Q1,2022,Samuel Wilson,Amarilla,USA
Government,CUST_ID_047,PROD_ID_006,High,"  2,734.00 ",  260.00 ,  7.00 ,"  19,138.00 ",2296.56,"  16,841.44 ",  16.84 ,"  13,670.00 ","  3,171.44 ",  3.17 ,4/13/2022,Apr,Q2,2022,Michael Wilson,Amarilla,India
Government,CUST_ID_021,PROD_ID_005,High,"  2,521.50 ",  3.00 ,  20.00 ,"  50,430.00 ",6051.6,"  44,378.40 ",  44.38 ,"  25,215.00 ","  19,163.40 ",  19.16 ,8/11/2022,Aug,Q3,2022,Aiden Lewis,Carretera,Germany
Channel Partners,CUST_ID_120,PROD_ID_001,High,"  2,661.00 ",  5.00 ,  12.00 ,"  31,932.00 ",3831.84,"  28,100.16 ",  28.10 ,"  7,983.00 ","  20,117.16 ",  20.12 ,7/12/2021,Jul,Q3,2022,Emily Hill,Montana,Japan
Government,CUST_ID_072,PROD_ID_002,High,"  1,531.00 ",  10.00 ,  20.00 ,"  30,620.00 ",3674.4,"  26,945.60 ",  26.95 ,"  15,310.00 ","  11,635.60 ",  11.64 ,5/19/2021,May,Q2,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_008,PROD_ID_004,High,"  1,491.00 ",  250.00 ,  7.00 ,"  10,437.00 ",1252.44,"  9,184.56 ",  9.18 ,"  7,455.00 ","  1,729.56 ",  1.73 ,3/23/2021,Mar,Q1,2022,Isabella Wilson,VTT,Japan
Government,CUST_ID_056,PROD_ID_004,High,"  1,531.00 ",  250.00 ,  20.00 ,"  30,620.00 ",3674.4,"  26,945.60 ",  26.95 ,"  15,310.00 ","  11,635.60 ",  11.64 ,9/16/2021,Sep,Q3,2022,Amelia Perez,VTT,Japan
Midmarket,CUST_ID_136,PROD_ID_005,High,"  2,567.00 ",  3.00 ,  15.00 ,"  38,505.00 ",5005.65,"  33,499.35 ",  33.50 ,"  25,670.00 ","  7,829.35 ",  7.83 ,12/4/2021,Dec,Q4,2022,Charlotte Hill,Carretera,Japan
Midmarket,CUST_ID_139,PROD_ID_004,High,"  2,567.00 ",  250.00 ,  15.00 ,"  38,505.00 ",5005.65,"  33,499.35 ",  33.50 ,"  25,670.00 ","  7,829.35 ",  7.83 ,6/21/2021,Jun,Q2,2022,Henry Garcia,VTT,England
Government,CUST_ID_042,PROD_ID_005,High,  923.00 ,  3.00 ,  350.00 ,"  323,050.00 ",41996.5,"  281,053.50 ",  281.05 ,"  239,980.00 ","  41,073.50 ",  41.07 ,4/8/2022,Apr,Q2,2022,Emily Garcia,Carretera,Canada
Government,CUST_ID_021,PROD_ID_005,High,"  1,790.00 ",  3.00 ,  350.00 ,"  626,500.00 ",81445,"  545,055.00 ",  545.06 ,"  465,400.00 ","  79,655.00 ",  79.66 ,7/27/2021,Jul,Q3,2022,Aiden Lewis,Carretera,Germany
Government,CUST_ID_099,PROD_ID_001,High,  982.50 ,  5.00 ,  350.00 ,"  343,875.00 ",44703.75,"  299,171.25 ",  299.17 ,"  255,450.00 ","  43,721.25 ",  43.72 ,11/24/2022,Nov,Q4,2022,Logan Martin,Montana,England
Government,CUST_ID_099,PROD_ID_001,High,"  1,298.00 ",  5.00 ,  7.00 ,"  9,086.00 ",1181.18,"  7,904.82 ",  7.90 ,"  6,490.00 ","  1,414.82 ",  1.41 ,5/21/2022,May,Q2,2022,Logan Martin,Montana,England
Channel Partners,CUST_ID_120,PROD_ID_001,High,  604.00 ,  5.00 ,  12.00 ,"  7,248.00 ",942.24,"  6,305.76 ",  6.31 ,"  1,812.00 ","  4,493.76 ",  4.49 ,7/10/2021,Jul,Q3,2022,Emily Hill,Montana,Japan
Government,CUST_ID_049,PROD_ID_001,High,"  2,255.00 ",  5.00 ,  20.00 ,"  45,100.00 ",5863,"  39,237.00 ",  39.24 ,"  22,550.00 ","  16,687.00 ",  16.69 ,3/21/2022,Mar,Q1,2022,Elijah Perez,Montana,USA
Government,CUST_ID_043,PROD_ID_001,High,"  1,249.00 ",  5.00 ,  20.00 ,"  24,980.00 ",3247.4,"  21,732.60 ",  21.73 ,"  12,490.00 ","  9,242.60 ",  9.24 ,4/16/2021,Apr,Q2,2022,Sebastian Phillips,Montana,England
Government,CUST_ID_027,PROD_ID_002,High,"  1,438.50 ",  10.00 ,  7.00 ,"  10,069.50 ",1309.035,"  8,760.47 ",  8.76 ,"  7,192.50 ","  1,567.97 ",  1.57 ,9/27/2021,Sep,Q3,2022,Michael Hill,Paseo,England
Small Business,CUST_ID_069,PROD_ID_002,High,  807.00 ,  10.00 ,  300.00 ,"  242,100.00 ",31473,"  210,627.00 ",  210.63 ,"  201,750.00 ","  8,877.00 ",  8.88 ,6/23/2022,Jun,Q2,2022,Jackson Hill,Paseo,Germany
Government,CUST_ID_027,PROD_ID_002,High,"  2,641.00 ",  10.00 ,  20.00 ,"  52,820.00 ",6866.6,"  45,953.40 ",  45.95 ,"  26,410.00 ","  19,543.40 ",  19.54 ,1/22/2022,Jan,Q1,2022,Michael Hill,Paseo,England
Government,CUST_ID_072,PROD_ID_002,High,"  2,708.00 ",  10.00 ,  20.00 ,"  54,160.00 ",7040.8,"  47,119.20 ",  47.12 ,"  27,080.00 ","  20,039.20 ",  20.04 ,10/27/2022,Oct,Q4,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_004,PROD_ID_002,High,"  2,632.00 ",  10.00 ,  350.00 ,"  921,200.00 ",119756,"  801,444.00 ",  801.44 ,"  684,320.00 ","  117,124.00 ",  117.12 ,11/21/2021,Nov,Q4,2022,Olivia Brown,Paseo,France
Enterprise,CUST_ID_122,PROD_ID_002,High,"  1,583.00 ",  10.00 ,  125.00 ,"  197,875.00 ",25723.75,"  172,151.25 ",  172.15 ,"  189,960.00 ","  -17,808.75 ",  -17.81 ,10/24/2022,Oct,Q4,2022,Mia Turner,Paseo,Canada
Channel Partners,CUST_ID_071,PROD_ID_002,High,  571.00 ,  10.00 ,  12.00 ,"  6,852.00 ",890.76,"  5,961.24 ",  5.96 ,"  1,713.00 ","  4,248.24 ",  4.25 ,8/30/2021,Aug,Q3,2022,Aiden Perez,Paseo,India
Government,CUST_ID_052,PROD_ID_002,High,"  2,696.00 ",  10.00 ,  7.00 ,"  18,872.00 ",2453.36,"  16,418.64 ",  16.42 ,"  13,480.00 ","  2,938.64 ",  2.94 ,11/18/2022,Nov,Q4,2022,Charlotte Martin,Paseo,France
Midmarket,CUST_ID_006,PROD_ID_002,High,"  1,565.00 ",  10.00 ,  15.00 ,"  23,475.00 ",3051.75,"  20,423.25 ",  20.42 ,"  15,650.00 ","  4,773.25 ",  4.77 ,1/29/2022,Jan,Q1,2022,Ava Davis,Paseo,Italy
Government,CUST_ID_004,PROD_ID_002,High,"  1,249.00 ",  10.00 ,  20.00 ,"  24,980.00 ",3247.4,"  21,732.60 ",  21.73 ,"  12,490.00 ","  9,242.60 ",  9.24 ,12/27/2021,Dec,Q4,2022,Olivia Brown,Paseo,France
Government,CUST_ID_072,PROD_ID_002,High,  357.00 ,  10.00 ,  350.00 ,"  124,950.00 ",16243.5,"  108,706.50 ",  108.71 ,"  92,820.00 ","  15,886.50 ",  15.89 ,1/4/2021,Jan,Q1,2022,Emily Hill,Paseo,Japan
Channel Partners,CUST_ID_014,PROD_ID_002,High,"  1,013.00 ",  10.00 ,  12.00 ,"  12,156.00 ",1580.28,"  10,575.72 ",  10.58 ,"  3,039.00 ","  7,536.72 ",  7.54 ,11/18/2022,Nov,Q4,2022,Charlotte White,Paseo,Italy
Midmarket,CUST_ID_150,PROD_ID_003,High,"  3,997.50 ",  120.00 ,  15.00 ,"  59,962.50 ",7795.125,"  52,167.38 ",  52.17 ,"  39,975.00 ","  12,192.38 ",  12.19 ,12/22/2021,Dec,Q4,2022,Harper Phillips,Velo,Italy
Government,CUST_ID_016,PROD_ID_003,High,"  2,632.00 ",  120.00 ,  350.00 ,"  921,200.00 ",119756,"  801,444.00 ",  801.44 ,"  684,320.00 ","  117,124.00 ",  117.12 ,3/5/2022,Mar,Q1,2022,Harper Davis,Velo,Japan
Government,CUST_ID_054,PROD_ID_003,High,"  1,190.00 ",  120.00 ,  7.00 ,"  8,330.00 ",1082.9,"  7,247.10 ",  7.25 ,"  5,950.00 ","  1,297.10 ",  1.30 ,5/7/2021,May,Q2,2022,Harper Wilson,Velo,Italy
Channel Partners,CUST_ID_124,PROD_ID_003,High,  604.00 ,  120.00 ,  12.00 ,"  7,248.00 ",942.24,"  6,305.76 ",  6.31 ,"  1,812.00 ","  4,493.76 ",  4.49 ,9/10/2021,Sep,Q3,2022,Charlotte Garcia,Velo,France
Channel Partners,CUST_ID_124,PROD_ID_003,High,  410.00 ,  120.00 ,  12.00 ,"  4,920.00 ",639.6,"  4,280.40 ",  4.28 ,"  1,230.00 ","  3,050.40 ",  3.05 ,2/14/2022,Feb,Q1,2022,Charlotte Garcia,Velo,France
Channel Partners,CUST_ID_114,PROD_ID_003,High,"  1,013.00 ",  120.00 ,  12.00 ,"  12,156.00 ",1580.28,"  10,575.72 ",  10.58 ,"  3,039.00 ","  7,536.72 ",  7.54 ,8/17/2022,Aug,Q3,2022,Harper Martin,Velo,Canada
Enterprise,CUST_ID_105,PROD_ID_004,High,"  1,583.00 ",  250.00 ,  125.00 ,"  197,875.00 ",25723.75,"  172,151.25 ",  172.15 ,"  189,960.00 ","  -17,808.75 ",  -17.81 ,9/14/2021,Sep,Q3,2022,Jackson Turner,VTT,USA
Midmarket,CUST_ID_137,PROD_ID_004,High,"  1,565.00 ",  250.00 ,  15.00 ,"  23,475.00 ",3051.75,"  20,423.25 ",  20.42 ,"  15,650.00 ","  4,773.25 ",  4.77 ,6/21/2022,Jun,Q2,2022,Samuel Turner,VTT,USA
Enterprise,CUST_ID_143,PROD_ID_006,High,"  1,659.00 ",  260.00 ,  125.00 ,"  207,375.00 ",26958.75,"  180,416.25 ",  180.42 ,"  199,080.00 ","  -18,663.75 ",  -18.66 ,8/22/2021,Aug,Q3,2022,Aiden Garcia,Amarilla,India
Government,CUST_ID_065,PROD_ID_006,High,"  1,190.00 ",  260.00 ,  7.00 ,"  8,330.00 ",1082.9,"  7,247.10 ",  7.25 ,"  5,950.00 ","  1,297.10 ",  1.30 ,2/17/2022,Feb,Q1,2022,Samuel Wilson,Amarilla,USA
Channel Partners,CUST_ID_076,PROD_ID_006,High,  410.00 ,  260.00 ,  12.00 ,"  4,920.00 ",639.6,"  4,280.40 ",  4.28 ,"  1,230.00 ","  3,050.40 ",  3.05 ,1/22/2022,Jan,Q1,2022,Charlotte Garcia,Amarilla,France
Government,CUST_ID_066,PROD_ID_005,High,"  2,579.00 ",  3.00 ,  20.00 ,"  51,580.00 ",7221.2,"  44,358.80 ",  44.36 ,"  25,790.00 ","  18,568.80 ",  18.57 ,3/3/2021,Mar,Q1,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_057,PROD_ID_005,High,"  1,743.00 ",  3.00 ,  20.00 ,"  34,860.00 ",4880.4,"  29,979.60 ",  29.98 ,"  17,430.00 ","  12,549.60 ",  12.55 ,9/21/2022,Sep,Q3,2022,Jackson Hill,Carretera,USA
Government,CUST_ID_048,PROD_ID_005,High,  280.00 ,  3.00 ,  7.00 ,"  1,960.00 ",274.4,"  1,685.60 ",  1.69 ,"  1,400.00 ",  285.60 ,  0.29 ,11/7/2021,Nov,Q4,2022,Sofia Turner,Carretera,Japan
Government,CUST_ID_059,PROD_ID_001,High,  293.00 ,  5.00 ,  7.00 ,"  2,051.00 ",287.14,"  1,763.86 ",  1.76 ,"  1,465.00 ",  298.86 ,  0.30 ,5/3/2021,May,Q2,2022,Aiden Martin,Montana,England
Midmarket,CUST_ID_038,PROD_ID_002,High,  278.00 ,  10.00 ,  15.00 ,"  4,170.00 ",583.8,"  3,586.20 ",  3.59 ,"  2,780.00 ",  806.20 ,  0.81 ,9/23/2021,Sep,Q3,2022,Amelia Wilson,Paseo,Italy
Government,CUST_ID_004,PROD_ID_002,High,"  2,428.00 ",  10.00 ,  20.00 ,"  48,560.00 ",6798.4,"  41,761.60 ",  41.76 ,"  24,280.00 ","  17,481.60 ",  17.48 ,11/29/2021,Nov,Q4,2022,Olivia Brown,Paseo,France
Midmarket,CUST_ID_026,PROD_ID_002,High,"  1,767.00 ",  10.00 ,  15.00 ,"  26,505.00 ",3710.7,"  22,794.30 ",  22.79 ,"  17,670.00 ","  5,124.30 ",  5.12 ,2/20/2022,Feb,Q1,2022,Avery Turner,Paseo,Canada
Channel Partners,CUST_ID_025,PROD_ID_002,High,"  1,393.00 ",  10.00 ,  12.00 ,"  16,716.00 ",2340.24,"  14,375.76 ",  14.38 ,"  4,179.00 ","  10,196.76 ",  10.20 ,11/24/2021,Nov,Q4,2022,Alexander Perez,Paseo,USA
Government,CUST_ID_056,PROD_ID_004,High,  280.00 ,  250.00 ,  7.00 ,"  1,960.00 ",274.4,"  1,685.60 ",  1.69 ,"  1,400.00 ",  285.60 ,  0.29 ,10/24/2021,Oct,Q4,2022,Amelia Perez,VTT,Japan
Channel Partners,CUST_ID_083,PROD_ID_006,High,"  1,393.00 ",  260.00 ,  12.00 ,"  16,716.00 ",2340.24,"  14,375.76 ",  14.38 ,"  4,179.00 ","  10,196.76 ",  10.20 ,11/30/2022,Nov,Q4,2022,Aiden Anderson,Amarilla,England
Small Business,CUST_ID_011,PROD_ID_005,High,  801.00 ,  3.00 ,  300.00 ,"  240,300.00 ",33642,"  206,658.00 ",  206.66 ,"  200,250.00 ","  6,408.00 ",  6.41 ,2/10/2021,Feb,Q1,2022,Benjamin Martinez,Carretera,England
Small Business,CUST_ID_146,PROD_ID_005,High,"  1,496.00 ",  3.00 ,  300.00 ,"  448,800.00 ",62832,"  385,968.00 ",  385.97 ,"  374,000.00 ","  11,968.00 ",  11.97 ,2/26/2021,Feb,Q1,2022,Mia Turner,Carretera,Canada
Small Business,CUST_ID_134,PROD_ID_005,High,"  1,010.00 ",  3.00 ,  300.00 ,"  303,000.00 ",42420,"  260,580.00 ",  260.58 ,"  252,500.00 ","  8,080.00 ",  8.08 ,4/25/2022,Apr,Q2,2022,Mia Hill,Carretera,Italy
Midmarket,CUST_ID_107,PROD_ID_005,High,"  1,513.00 ",  3.00 ,  15.00 ,"  22,695.00 ",3177.3,"  19,517.70 ",  19.52 ,"  15,130.00 ","  4,387.70 ",  4.39 ,2/24/2021,Feb,Q1,2022,Aiden Hill,Carretera,England
Midmarket,CUST_ID_090,PROD_ID_005,High,"  2,300.00 ",  3.00 ,  15.00 ,"  34,500.00 ",4830,"  29,670.00 ",  29.67 ,"  23,000.00 ","  6,670.00 ",  6.67 ,6/3/2022,Jun,Q2,2022,Harper Martin,Carretera,Canada
Government,CUST_ID_043,PROD_ID_001,High,"  2,227.50 ",  5.00 ,  350.00 ,"  779,625.00 ",109147.5,"  670,477.50 ",  670.48 ,"  579,150.00 ","  91,327.50 ",  91.33 ,5/13/2021,May,Q2,2022,Sebastian Phillips,Montana,England
Government,CUST_ID_037,PROD_ID_001,High,"  1,199.00 ",  5.00 ,  350.00 ,"  419,650.00 ",58751,"  360,899.00 ",  360.90 ,"  311,740.00 ","  49,159.00 ",  49.16 ,7/1/2021,Jul,Q3,2022,Henry Martinez,Montana,Germany
Government,CUST_ID_043,PROD_ID_001,High,  200.00 ,  5.00 ,  350.00 ,"  70,000.00 ",9800,"  60,200.00 ",  60.20 ,"  52,000.00 ","  8,200.00 ",  8.20 ,8/17/2022,Aug,Q3,2022,Sebastian Phillips,Montana,England
Government,CUST_ID_043,PROD_ID_001,High,  388.00 ,  5.00 ,  7.00 ,"  2,716.00 ",380.24,"  2,335.76 ",  2.34 ,"  1,940.00 ",  395.76 ,  0.40 ,10/8/2022,Oct,Q4,2022,Sebastian Phillips,Montana,England
Midmarket,CUST_ID_131,PROD_ID_001,High,"  2,300.00 ",  5.00 ,  15.00 ,"  34,500.00 ",4830,"  29,670.00 ",  29.67 ,"  23,000.00 ","  6,670.00 ",  6.67 ,2/4/2022,Feb,Q1,2022,Aiden Hill,Montana,England
Government,CUST_ID_040,PROD_ID_002,High,  260.00 ,  10.00 ,  20.00 ,"  5,200.00 ",728,"  4,472.00 ",  4.47 ,"  2,600.00 ","  1,872.00 ",  1.87 ,9/23/2021,Sep,Q3,2022,Abigail Lewis,Paseo,Japan
Channel Partners,CUST_ID_005,PROD_ID_002,High,"  2,914.00 ",  10.00 ,  12.00 ,"  34,968.00 ",4895.52,"  30,072.48 ",  30.07 ,"  8,742.00 ","  21,330.48 ",  21.33 ,11/26/2022,Nov,Q4,2022,Liam Jones,Paseo,Germany
Government,CUST_ID_052,PROD_ID_002,High,"  1,731.00 ",  10.00 ,  7.00 ,"  12,117.00 ",1696.38,"  10,420.62 ",  10.42 ,"  8,655.00 ","  1,765.62 ",  1.77 ,12/17/2021,Dec,Q4,2022,Charlotte Martin,Paseo,France
Government,CUST_ID_004,PROD_ID_002,High,  700.00 ,  10.00 ,  350.00 ,"  245,000.00 ",34300,"  210,700.00 ",  210.70 ,"  182,000.00 ","  28,700.00 ",  28.70 ,7/10/2021,Jul,Q3,2022,Olivia Brown,Paseo,France
Government,CUST_ID_027,PROD_ID_002,High,"  1,177.00 ",  10.00 ,  350.00 ,"  411,950.00 ",57673,"  354,277.00 ",  354.28 ,"  306,020.00 ","  48,257.00 ",  48.26 ,12/13/2021,Dec,Q4,2022,Michael Hill,Paseo,England
Enterprise,CUST_ID_030,PROD_ID_003,High,"  1,575.00 ",  120.00 ,  125.00 ,"  196,875.00 ",27562.5,"  169,312.50 ",  169.31 ,"  189,000.00 ","  -19,687.50 ",  -19.69 ,10/8/2022,Oct,Q4,2022,Sophia Turner,Velo,Italy
Government,CUST_ID_041,PROD_ID_003,High,  606.00 ,  120.00 ,  20.00 ,"  12,120.00 ",1696.8,"  10,423.20 ",  10.42 ,"  6,060.00 ","  4,363.20 ",  4.36 ,9/14/2022,Sep,Q3,2022,Aiden Clark,Velo,USA
Small Business,CUST_ID_086,PROD_ID_003,High,"  2,460.00 ",  120.00 ,  300.00 ,"  738,000.00 ",103320,"  634,680.00 ",  634.68 ,"  615,000.00 ","  19,680.00 ",  19.68 ,1/20/2021,Jan,Q1,2022,Mia Hill,Velo,Italy
Government,CUST_ID_034,PROD_ID_004,High,"  2,903.00 ",  250.00 ,  7.00 ,"  20,321.00 ",2844.94,"  17,476.06 ",  17.48 ,"  14,515.00 ","  2,961.06 ",  2.96 ,2/7/2022,Feb,Q1,2022,Charlotte Davis,VTT,Canada
Small Business,CUST_ID_075,PROD_ID_004,High,"  2,541.00 ",  250.00 ,  300.00 ,"  762,300.00 ",106722,"  655,578.00 ",  655.58 ,"  635,250.00 ","  20,328.00 ",  20.33 ,7/9/2021,Jul,Q3,2022,Logan Martin,VTT,England
Small Business,CUST_ID_063,PROD_ID_004,High,"  1,496.00 ",  250.00 ,  300.00 ,"  448,800.00 ",62832,"  385,968.00 ",  385.97 ,"  374,000.00 ","  11,968.00 ",  11.97 ,8/25/2022,Aug,Q3,2022,Logan Clark,VTT,India
Small Business,CUST_ID_075,PROD_ID_004,High,"  1,010.00 ",  250.00 ,  300.00 ,"  303,000.00 ",42420,"  260,580.00 ",  260.58 ,"  252,500.00 ","  8,080.00 ",  8.08 ,5/16/2022,May,Q2,2022,Logan Martin,VTT,England
Small Business,CUST_ID_128,PROD_ID_006,High,  888.00 ,  260.00 ,  300.00 ,"  266,400.00 ",37296,"  229,104.00 ",  229.10 ,"  222,000.00 ","  7,104.00 ",  7.10 ,11/6/2021,Nov,Q4,2022,Amelia Hill,Amarilla,Japan
Enterprise,CUST_ID_148,PROD_ID_006,High,"  2,844.00 ",  260.00 ,  125.00 ,"  355,500.00 ",49770,"  305,730.00 ",  305.73 ,"  341,280.00 ","  -35,550.00 ",  -35.55 ,9/19/2021,Sep,Q3,2022,Charlotte Garcia,Amarilla,France
Channel Partners,CUST_ID_083,PROD_ID_006,High,"  2,475.00 ",  260.00 ,  12.00 ,"  29,700.00 ",4158,"  25,542.00 ",  25.54 ,"  7,425.00 ","  18,117.00 ",  18.12 ,6/10/2021,Jun,Q2,2022,Aiden Anderson,Amarilla,England
Channel Partners,CUST_ID_018,PROD_ID_006,High,"  2,914.00 ",  260.00 ,  12.00 ,"  34,968.00 ",4895.52,"  30,072.48 ",  30.07 ,"  8,742.00 ","  21,330.48 ",  21.33 ,6/16/2022,Jun,Q2,2022,Amelia Garcia,Amarilla,Canada
Government,CUST_ID_065,PROD_ID_006,High,"  1,731.00 ",  260.00 ,  7.00 ,"  12,117.00 ",1696.38,"  10,420.62 ",  10.42 ,"  8,655.00 ","  1,765.62 ",  1.77 ,4/18/2021,Apr,Q2,2022,Samuel Wilson,Amarilla,USA
Enterprise,CUST_ID_085,PROD_ID_005,High,"  1,174.00 ",  3.00 ,  125.00 ,"  146,750.00 ",22012.5,"  124,737.50 ",  124.74 ,"  140,880.00 ","  -16,142.50 ",  -16.14 ,6/2/2022,Jun,Q2,2022,Benjamin Garcia,Carretera,Germany
Enterprise,CUST_ID_058,PROD_ID_005,High,"  2,767.00 ",  3.00 ,  125.00 ,"  345,875.00 ",51881.25,"  293,993.75 ",  293.99 ,"  332,040.00 ","  -38,046.25 ",  -38.05 ,12/31/2022,Dec,Q4,2022,Abigail Phillips,Carretera,Canada
Enterprise,CUST_ID_058,PROD_ID_005,High,"  1,085.00 ",  3.00 ,  125.00 ,"  135,625.00 ",20343.75,"  115,281.25 ",  115.28 ,"  130,200.00 ","  -14,918.75 ",  -14.92 ,6/18/2022,Jun,Q2,2022,Abigail Phillips,Carretera,Canada
Small Business,CUST_ID_050,PROD_ID_001,High,  546.00 ,  5.00 ,  300.00 ,"  163,800.00 ",24570,"  139,230.00 ",  139.23 ,"  136,500.00 ","  2,730.00 ",  2.73 ,1/14/2022,Jan,Q1,2022,Mia Hill,Montana,Canada
Government,CUST_ID_072,PROD_ID_002,High,"  1,158.00 ",  10.00 ,  20.00 ,"  23,160.00 ",3474,"  19,686.00 ",  19.69 ,"  11,580.00 ","  8,106.00 ",  8.11 ,5/18/2022,May,Q2,2022,Emily Hill,Paseo,Japan
Midmarket,CUST_ID_006,PROD_ID_002,High,"  1,614.00 ",  10.00 ,  15.00 ,"  24,210.00 ",3631.5,"  20,578.50 ",  20.58 ,"  16,140.00 ","  4,438.50 ",  4.44 ,10/10/2022,Oct,Q4,2022,Ava Davis,Paseo,Italy
Government,CUST_ID_040,PROD_ID_002,High,"  2,535.00 ",  10.00 ,  7.00 ,"  17,745.00 ",2661.75,"  15,083.25 ",  15.08 ,"  12,675.00 ","  2,408.25 ",  2.41 ,3/21/2022,Mar,Q1,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,High,"  2,851.00 ",  10.00 ,  350.00 ,"  997,850.00 ",149677.5,"  848,172.50 ",  848.17 ,"  741,260.00 ","  106,912.50 ",  106.91 ,3/13/2021,Mar,Q1,2022,Abigail Lewis,Paseo,Japan
Midmarket,CUST_ID_006,PROD_ID_002,High,"  2,559.00 ",  10.00 ,  15.00 ,"  38,385.00 ",5757.75,"  32,627.25 ",  32.63 ,"  25,590.00 ","  7,037.25 ",  7.04 ,10/6/2022,Oct,Q4,2022,Ava Davis,Paseo,Italy
Enterprise,CUST_ID_023,PROD_ID_002,High,"  1,085.00 ",  10.00 ,  125.00 ,"  135,625.00 ",20343.75,"  115,281.25 ",  115.28 ,"  130,200.00 ","  -14,918.75 ",  -14.92 ,12/30/2021,Dec,Q4,2022,Sebastian Lee,Paseo,India
Midmarket,CUST_ID_038,PROD_ID_002,High,"  1,175.00 ",  10.00 ,  15.00 ,"  17,625.00 ",2643.75,"  14,981.25 ",  14.98 ,"  11,750.00 ","  3,231.25 ",  3.23 ,7/16/2021,Jul,Q3,2022,Amelia Wilson,Paseo,Italy
Channel Partners,CUST_ID_005,PROD_ID_002,High,  914.00 ,  10.00 ,  12.00 ,"  10,968.00 ",1645.2,"  9,322.80 ",  9.32 ,"  2,742.00 ","  6,580.80 ",  6.58 ,11/16/2021,Nov,Q4,2022,Liam Jones,Paseo,Germany
Government,CUST_ID_052,PROD_ID_002,High,  293.00 ,  10.00 ,  20.00 ,"  5,860.00 ",879,"  4,981.00 ",  4.98 ,"  2,930.00 ","  2,051.00 ",  2.05 ,10/15/2021,Oct,Q4,2022,Charlotte Martin,Paseo,France
Channel Partners,CUST_ID_124,PROD_ID_003,High,  500.00 ,  120.00 ,  12.00 ,"  6,000.00 ",900,"  5,100.00 ",  5.10 ,"  1,500.00 ","  3,600.00 ",  3.60 ,2/7/2022,Feb,Q1,2022,Charlotte Garcia,Velo,France
Midmarket,CUST_ID_150,PROD_ID_003,High,"  2,826.00 ",  120.00 ,  15.00 ,"  42,390.00 ",6358.5,"  36,031.50 ",  36.03 ,"  28,260.00 ","  7,771.50 ",  7.77 ,11/13/2022,Nov,Q4,2022,Harper Phillips,Velo,Italy
Enterprise,CUST_ID_053,PROD_ID_003,High,  663.00 ,  120.00 ,  125.00 ,"  82,875.00 ",12431.25,"  70,443.75 ",  70.44 ,"  79,560.00 ","  -9,116.25 ",  -9.12 ,4/19/2021,Apr,Q2,2022,Samuel Hill,Velo,Germany
Channel Partners,CUST_ID_132,PROD_ID_003,High,  914.00 ,  120.00 ,  12.00 ,"  10,968.00 ",1645.2,"  9,322.80 ",  9.32 ,"  2,742.00 ","  6,580.80 ",  6.58 ,5/12/2022,May,Q2,2022,Emily Martin,Velo,France
Government,CUST_ID_055,PROD_ID_004,High,  865.50 ,  250.00 ,  20.00 ,"  17,310.00 ",2596.5,"  14,713.50 ",  14.71 ,"  8,655.00 ","  6,058.50 ",  6.06 ,6/24/2022,Jun,Q2,2022,Henry Turner,VTT,India
Midmarket,CUST_ID_039,PROD_ID_004,High,  492.00 ,  250.00 ,  15.00 ,"  7,380.00 ",1107,"  6,273.00 ",  6.27 ,"  4,920.00 ","  1,353.00 ",  1.35 ,10/15/2021,Oct,Q4,2022,Jackson Turner,VTT,India
